stay_date,room_type,revenue,room_nights,available_room_nights,month,year,month_number,season,day_type
2023-01-09,Family Room,37.540000,1,1,2023-01,2023,1,Low,Weekday
2023-01-09,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-10,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-10,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-10,Family Room,37.540000,1,1,2023-01,2023,1,Low,Weekday
2023-01-10,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-11,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-11,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-11,Family Room,37.540000,1,1,2023-01,2023,1,Low,Weekday
2023-01-11,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-12,Standard Double,30.490000,1,1,2023-01,2023,1,Low,Weekday
2023-01-12,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-12,Family Room,37.540000,1,1,2023-01,2023,1,Low,Weekday
2023-01-12,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-13,Standard Double,30.490000,1,1,2023-01,2023,1,Low,Weekend
2023-01-13,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-13,Family Room,37.540000,1,1,2023-01,2023,1,Low,Weekend
2023-01-13,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-14,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-14,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-14,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-14,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-15,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-15,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-15,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-15,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-16,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-16,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-16,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-16,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-17,Standard Double,31.300000,1,1,2023-01,2023,1,Low,Weekday
2023-01-17,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-17,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-17,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-18,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-18,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-18,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-18,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-19,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-19,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-19,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-19,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-20,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-20,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-20,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-20,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-21,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-21,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-21,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-21,Superior Double,39.750000,1,1,2023-01,2023,1,Low,Weekend
2023-01-22,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-22,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-22,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-22,Superior Double,39.750000,1,1,2023-01,2023,1,Low,Weekday
2023-01-23,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-23,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-23,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-23,Superior Double,36.630000,1,1,2023-01,2023,1,Low,Weekday
2023-01-24,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-24,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-24,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-24,Superior Double,36.630000,1,1,2023-01,2023,1,Low,Weekday
2023-01-25,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-25,Twin Room,32.250000,1,1,2023-01,2023,1,Low,Weekday
2023-01-25,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-25,Superior Double,36.630000,1,1,2023-01,2023,1,Low,Weekday
2023-01-26,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-26,Twin Room,32.250000,1,1,2023-01,2023,1,Low,Weekday
2023-01-26,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-26,Superior Double,36.630000,1,1,2023-01,2023,1,Low,Weekday
2023-01-27,Standard Double,36.060000,1,1,2023-01,2023,1,Low,Weekend
2023-01-27,Twin Room,32.250000,1,1,2023-01,2023,1,Low,Weekend
2023-01-27,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-27,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-28,Standard Double,36.060000,1,1,2023-01,2023,1,Low,Weekend
2023-01-28,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-28,Family Room,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-28,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekend
2023-01-29,Standard Double,36.060000,1,1,2023-01,2023,1,Low,Weekday
2023-01-29,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-29,Family Room,36.240000,1,1,2023-01,2023,1,Low,Weekday
2023-01-29,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-30,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-30,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-30,Family Room,36.240000,1,1,2023-01,2023,1,Low,Weekday
2023-01-30,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-31,Standard Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-31,Twin Room,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-01-31,Family Room,36.240000,1,1,2023-01,2023,1,Low,Weekday
2023-01-31,Superior Double,0.000000,0,1,2023-01,2023,1,Low,Weekday
2023-02-01,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-01,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-01,Family Room,36.240000,1,1,2023-02,2023,2,Low,Weekday
2023-02-01,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-02,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-02,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-02,Family Room,36.240000,1,1,2023-02,2023,2,Low,Weekday
2023-02-02,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-03,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-03,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-03,Family Room,36.240000,1,1,2023-02,2023,2,Low,Weekend
2023-02-03,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-04,Standard Double,33.200000,1,1,2023-02,2023,2,Low,Weekend
2023-02-04,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-04,Family Room,36.240000,1,1,2023-02,2023,2,Low,Weekend
2023-02-04,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-05,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-05,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-05,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-05,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-06,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-06,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-06,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-06,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-07,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-07,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-07,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-07,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-08,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-08,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-08,Family Room,37.220000,1,1,2023-02,2023,2,Low,Weekday
2023-02-08,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-09,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-09,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-09,Family Room,37.220000,1,1,2023-02,2023,2,Low,Weekday
2023-02-09,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-10,Standard Double,34.900000,1,1,2023-02,2023,2,Low,Weekend
2023-02-10,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-10,Family Room,37.220000,1,1,2023-02,2023,2,Low,Weekend
2023-02-10,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-11,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-11,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-11,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-11,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-12,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-12,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-12,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-12,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-13,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-13,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-13,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-13,Superior Double,40.590000,1,1,2023-02,2023,2,Low,Weekday
2023-02-14,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-14,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-14,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-14,Superior Double,40.590000,1,1,2023-02,2023,2,Low,Weekday
2023-02-15,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-15,Twin Room,33.840000,1,1,2023-02,2023,2,Low,Weekday
2023-02-15,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-15,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-16,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-16,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-16,Family Room,34.240000,1,1,2023-02,2023,2,Low,Weekday
2023-02-16,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-17,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-17,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-17,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-17,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-18,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-18,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-18,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-18,Superior Double,39.930000,1,1,2023-02,2023,2,Low,Weekend
2023-02-19,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-19,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-19,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-19,Superior Double,39.930000,1,1,2023-02,2023,2,Low,Weekday
2023-02-20,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-20,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-20,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-20,Superior Double,39.930000,1,1,2023-02,2023,2,Low,Weekday
2023-02-21,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-21,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-21,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-21,Superior Double,39.930000,1,1,2023-02,2023,2,Low,Weekday
2023-02-22,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-22,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-22,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-22,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-23,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-23,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-23,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-23,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-24,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-24,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-24,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-24,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-25,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-25,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-25,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekend
2023-02-25,Superior Double,37.520000,1,1,2023-02,2023,2,Low,Weekend
2023-02-26,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-26,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-26,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-26,Superior Double,37.520000,1,1,2023-02,2023,2,Low,Weekday
2023-02-27,Standard Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-27,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-27,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-27,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-28,Standard Double,32.290000,1,1,2023-02,2023,2,Low,Weekday
2023-02-28,Twin Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-28,Family Room,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-02-28,Superior Double,0.000000,0,1,2023-02,2023,2,Low,Weekday
2023-03-01,Standard Double,32.290000,1,1,2023-03,2023,3,Low,Weekday
2023-03-01,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-01,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-01,Superior Double,39.910000,1,1,2023-03,2023,3,Low,Weekday
2023-03-02,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-02,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-02,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-02,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-03,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-03,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-03,Family Room,40.840000,1,1,2023-03,2023,3,Low,Weekend
2023-03-03,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-04,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-04,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-04,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-04,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-05,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-05,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-05,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-05,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-06,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-06,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-06,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-06,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-07,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-07,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-07,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-07,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-08,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-08,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-08,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-08,Superior Double,36.980000,1,1,2023-03,2023,3,Low,Weekday
2023-03-09,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-09,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-09,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-09,Superior Double,36.980000,1,1,2023-03,2023,3,Low,Weekday
2023-03-10,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-10,Twin Room,34.650000,1,1,2023-03,2023,3,Low,Weekend
2023-03-10,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekend
2023-03-10,Superior Double,36.980000,1,1,2023-03,2023,3,Low,Weekend
2023-03-11,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-11,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-11,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekend
2023-03-11,Superior Double,36.980000,1,1,2023-03,2023,3,Low,Weekend
2023-03-12,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-12,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-12,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekday
2023-03-12,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-13,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-13,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-13,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekday
2023-03-13,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-14,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-14,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-14,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekday
2023-03-14,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-15,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-15,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-15,Family Room,40.910000,1,1,2023-03,2023,3,Low,Weekday
2023-03-15,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-16,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-16,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-16,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-16,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-17,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-17,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-17,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-17,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-18,Standard Double,31.920000,1,1,2023-03,2023,3,Low,Weekend
2023-03-18,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-18,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-18,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-19,Standard Double,31.920000,1,1,2023-03,2023,3,Low,Weekday
2023-03-19,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-19,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-19,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-20,Standard Double,31.920000,1,1,2023-03,2023,3,Low,Weekday
2023-03-20,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-20,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-20,Superior Double,39.580000,1,1,2023-03,2023,3,Low,Weekday
2023-03-21,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-21,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-21,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-21,Superior Double,39.580000,1,1,2023-03,2023,3,Low,Weekday
2023-03-22,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-22,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-22,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-22,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-23,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-23,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-23,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-23,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-24,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-24,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-24,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-24,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-25,Standard Double,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-25,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekend
2023-03-25,Family Room,38.950000,1,1,2023-03,2023,3,Low,Weekend
2023-03-25,Superior Double,38.000000,1,1,2023-03,2023,3,Low,Weekend
2023-03-26,Standard Double,32.740000,1,1,2023-03,2023,3,Low,Weekday
2023-03-26,Twin Room,35.060000,1,1,2023-03,2023,3,Low,Weekday
2023-03-26,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-26,Superior Double,38.000000,1,1,2023-03,2023,3,Low,Weekday
2023-03-27,Standard Double,32.740000,1,1,2023-03,2023,3,Low,Weekday
2023-03-27,Twin Room,35.060000,1,1,2023-03,2023,3,Low,Weekday
2023-03-27,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-27,Superior Double,38.000000,1,1,2023-03,2023,3,Low,Weekday
2023-03-28,Standard Double,32.740000,1,1,2023-03,2023,3,Low,Weekday
2023-03-28,Twin Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-28,Family Room,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-28,Superior Double,0.000000,0,1,2023-03,2023,3,Low,Weekday
2023-03-29,Standard Double,32.740000,1,1,2023-03,2023,3,Low,Weekday
2023-03-29,Twin Room,31.310000,1,1,2023-03,2023,3,Low,Weekday
